Student #,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating
639,36,28,47,53,22,Serpentyne,25
640,30,42,41,37,52,Dragonslayer,44
641,37,12,4,52,13,Serpentyne,49
642,31,16,48,12,19,Thought-Talon,22
643,51,14,51,60,55,Serpentyne,41
644,31,26,4,16,20,Thought-Talon,17
645,10,48,43,35,10,Dragonslayer,36
646,5,38,38,28,70,Humblescrumble,24
647,30,63,18,40,51,Serpentyne,25
648,24,43,59,66,12,Dragonslayer,36
649,60,31,34,54,40,Dragonslayer,44
650,3,48,44,7,59,Humblescrumble,34
651,69,33,67,18,46,Dragonslayer,18
652,17,29,19,25,16,Dragonslayer,14
653,18,29,57,66,41,Dragonslayer,40
654,40,18,10,45,53,Serpentyne,35
655,31,37,36,37,36,Dragonslayer,39
656,29,38,30,19,52,Thought-Talon,35
657,15,36,21,10,31,Humblescrumble,20
658,59,16,37,48,46,Thought-Talon,30
659,5,54,48,11,21,Humblescrumble,26
660,4,52,22,24,62,Humblescrumble,26
661,36,3,33,23,21,Thought-Talon,24
662,29,36,71,64,21,Dragonslayer,41
663,51,36,52,26,15,Dragonslayer,25
664,61,18,31,9,29,Thought-Talon,29
665,4,19,14,35,44,Humblescrumble,18
666,44,24,38,28,37,Thought-Talon,28
667,9,60,22,31,8,Humblescrumble,29
668,24,32,18,16,5,Humblescrumble,17
669,25,22,46,42,36,Dragonslayer,25
670,15,49,41,25,17,Dragonslayer,26
671,47,25,13,30,22,Thought-Talon,23
672,30,46,59,52,37,Dragonslayer,35
673,41,4,48,17,12,Dragonslayer,22
674,32,57,23,34,13,Humblescrumble,29
675,23,13,38,43,38,Serpentyne,19
676,17,28,54,38,65,Dragonslayer,36
677,23,30,3,50,32,Serpentyne,26
678,43,31,13,13,35,Thought-Talon,29
679,51,18,26,53,26,Humblescrumble,10
680,25,19,52,26,7,Dragonslayer,30
681,17,47,24,4,48,Humblescrumble,27
682,62,25,41,36,45,Thought-Talon,37
683,32,17,24,52,67,Serpentyne,36
684,8,25,6,31,32,Humblescrumble,13
685,8,23,11,15,46,Humblescrumble,20
686,40,23,21,24,40,Thought-Talon,22
687,40,9,27,68,36,Serpentyne,33
688,19,43,24,8,6,Humblescrumble,24
689,28,14,24,22,12,Dragonslayer,16
690,18,41,37,32,41,Dragonslayer,18
691,50,25,24,22,57,Thought-Talon,27
692,31,69,46,24,31,Thought-Talon,31
693,37,25,14,19,51,Serpentyne,34
694,38,25,19,31,39,Thought-Talon,21
695,45,40,28,2,40,Thought-Talon,23
696,33,22,50,41,11,Dragonslayer,31
697,15,36,32,31,30,Humblescrumble,16
698,14,31,42,20,53,Humblescrumble,29
699,14,7,29,28,40,Humblescrumble,23
700,43,51,51,28,63,Thought-Talon,43
701,25,17,11,28,39,Serpentyne,14
702,25,35,40,8,18,Humblescrumble,20
703,56,15,21,7,8,Humblescrumble,16
704,31,40,46,42,47,Dragonslayer,47
705,26,14,36,39,41,Serpentyne,27
706,29,23,16,30,41,Serpentyne,24
707,52,45,19,26,45,Thought-Talon,38
708,31,9,8,30,37,Serpentyne,21
709,28,13,23,24,39,Serpentyne,19
710,28,48,5,30,30,Humblescrumble,28
711,36,7,44,28,17,Dragonslayer,30
712,37,13,46,38,58,Serpentyne,30
713,36,59,19,28,36,Humblescrumble,27
714,24,26,47,16,41,Thought-Talon,30
715,34,42,25,8,22,Humblescrumble,32
716,15,52,27,33,23,Humblescrumble,21
717,56,46,22,46,61,Serpentyne,51
718,25,50,25,37,36,Dragonslayer,33
719,18,36,30,18,45,Dragonslayer,16
720,11,17,7,30,25,Humblescrumble,14
721,22,29,20,75,44,Dragonslayer,23
722,13,19,41,43,58,Dragonslayer,17
723,22,17,37,37,58,Dragonslayer,30
724,45,63,27,27,21,Humblescrumble,41
725,28,36,31,36,29,Humblescrumble,17
726,36,49,39,14,23,Humblescrumble,37
727,4,11,45,32,27,Humblescrumble,12
728,45,48,21,16,26,Humblescrumble,26
729,15,12,56,62,31,Dragonslayer,44
730,39,35,69,46,34,Dragonslayer,54
731,17,32,29,32,24,Dragonslayer,26
732,54,32,30,42,29,Dragonslayer,34
733,46,31,7,31,21,Thought-Talon,18
734,31,42,25,13,34,Thought-Talon,28
735,18,52,33,61,9,Humblescrumble,20
736,34,12,20,22,13,Dragonslayer,10
737,34,17,25,31,14,Serpentyne,13
738,11,25,53,39,25,Dragonslayer,44
739,30,4,8,26,45,Serpentyne,31
740,38,40,7,65,30,Serpentyne,37
741,27,35,50,26,17,Dragonslayer,25
742,5,26,48,19,32,Dragonslayer,18
743,19,36,55,23,48,Dragonslayer,25
744,32,15,54,15,30,Thought-Talon,18
745,60,30,26,58,17,Serpentyne,32
746,8,48,51,48,35,Dragonslayer,33
747,20,31,17,43,14,Serpentyne,23
748,52,68,11,18,26,Humblescrumble,41
749,27,5,48,49,59,Serpentyne,22
750,35,26,6,27,53,Serpentyne,48
751,59,33,60,19,4,Thought-Talon,7
752,49,25,17,22,34,Thought-Talon,21
753,13,36,32,19,48,Humblescrumble,21
754,43,55,71,26,9,Humblescrumble,32
755,20,30,48,4,38,Thought-Talon,21
756,19,20,12,47,56,Humblescrumble,21
757,30,46,31,35,61,Dragonslayer,37
758,39,22,20,33,31,Thought-Talon,33
759,24,12,38,26,67,Humblescrumble,26
760,18,36,35,29,27,Dragonslayer,20
761,13,42,60,45,25,Dragonslayer,39
762,56,34,67,34,67,Serpentyne,48
763,16,51,6,15,51,Humblescrumble,18
764,41,35,41,61,40,Dragonslayer,51
765,33,45,18,39,28,Thought-Talon,21
766,16,23,26,65,24,Dragonslayer,20
767,31,14,29,44,20,Serpentyne,31
768,34,18,12,47,5,Serpentyne,28
769,53,28,27,72,10,Serpentyne,35
770,19,27,40,19,51,Dragonslayer,24
771,52,30,50,12,33,Thought-Talon,33
772,31,24,36,29,38,Dragonslayer,29
773,49,16,65,34,30,Dragonslayer,37
774,7,64,47,40,38,Dragonslayer,32
775,18,14,35,13,24,Dragonslayer,19
776,26,23,28,30,52,Dragonslayer,34
777,11,58,12,30,32,Humblescrumble,23
778,21,8,29,17,19,Dragonslayer,21
779,49,24,23,4,55,Serpentyne,29
780,39,38,45,25,47,Thought-Talon,44
781,20,40,8,39,27,Serpentyne,17
782,42,15,35,14,4,Dragonslayer,13
783,33,18,53,20,26,Dragonslayer,27
784,28,59,56,27,40,Dragonslayer,29
785,27,34,19,21,69,Serpentyne,24
786,29,4,6,13,20,Thought-Talon,14
787,26,27,40,41,54,Dragonslayer,34
788,33,32,8,30,24,Thought-Talon,20
789,49,56,25,46,19,Humblescrumble,41
790,29,36,64,22,17,Dragonslayer,22
791,33,27,49,44,45,Dragonslayer,28
792,18,32,33,32,35,Dragonslayer,26
793,36,24,18,23,52,Serpentyne,39
794,57,33,62,13,11,Humblescrumble,26
795,28,29,24,14,26,Humblescrumble,25
796,15,35,30,34,23,Dragonslayer,19
797,53,60,17,22,45,Humblescrumble,35
798,33,24,21,27,22,Dragonslayer,24
799,57,20,53,17,60,Thought-Talon,41
800,23,69,7,16,25,Humblescrumble,21
801,37,36,28,8,34,Thought-Talon,29
802,38,25,35,12,59,Serpentyne,32
803,15,34,42,36,52,Dragonslayer,24
804,21,47,43,15,39,Thought-Talon,18
805,33,29,47,29,30,Dragonslayer,33
806,37,65,13,42,19,Humblescrumble,37
807,15,51,63,17,22,Humblescrumble,22
808,15,27,38,11,33,Serpentyne,16
809,13,64,4,70,36,Humblescrumble,24
810,20,11,15,22,22,Humblescrumble,9
811,21,48,64,48,23,Dragonslayer,39
812,18,45,6,57,31,Humblescrumble,18
813,37,63,43,27,44,Thought-Talon,37
814,37,31,43,23,22,Dragonslayer,26
815,5,35,24,36,36,Humblescrumble,25
816,52,10,55,17,40,Thought-Talon,32
817,43,38,29,31,47,Dragonslayer,47
818,31,32,41,20,8,Dragonslayer,26
819,8,24,13,59,38,Humblescrumble,18
820,45,37,27,36,21,Dragonslayer,23
821,22,44,32,35,13,Serpentyne,32
822,66,64,47,32,46,Thought-Talon,55
823,13,17,19,29,42,Humblescrumble,24
824,49,36,11,25,23,Humblescrumble,20
825,28,14,55,29,23,Dragonslayer,25
826,25,36,11,9,50,Serpentyne,21
827,55,40,28,32,7,Humblescrumble,20
828,16,29,34,36,21,Dragonslayer,17
829,45,15,44,28,55,Serpentyne,42
830,26,24,9,34,22,Serpentyne,21
831,24,37,46,25,52,Dragonslayer,26
832,18,22,40,21,34,Dragonslayer,20
833,36,34,26,49,64,Serpentyne,42
834,49,46,2,74,60,Serpentyne,29
835,39,9,40,38,32,Humblescrumble,12
836,27,39,57,28,72,Dragonslayer,28
837,57,51,28,34,13,Humblescrumble,34
838,30,47,34,22,12,Humblescrumble,29
839,44,13,29,21,13,Dragonslayer,16
840,50,33,60,31,10,Dragonslayer,35
841,36,27,31,44,58,Serpentyne,33
842,56,11,21,14,6,Dragonslayer,9
843,33,46,19,39,28,Humblescrumble,25
844,65,51,24,60,42,Serpentyne,35
845,36,26,26,21,54,Serpentyne,31
846,37,56,14,58,42,Serpentyne,42
847,28,11,63,13,14,Dragonslayer,16
848,12,36,59,14,15,Humblescrumble,14
849,49,18,2,36,74,Serpentyne,46
850,29,49,60,43,40,Dragonslayer,33
851,24,42,37,22,7,Humblescrumble,24
852,41,33,37,62,33,Dragonslayer,35
853,29,22,14,59,37,Serpentyne,27
854,30,11,29,24,47,Serpentyne,32
855,36,16,29,29,26,Thought-Talon,31
856,34,64,17,54,62,Serpentyne,30
857,15,55,24,13,36,Humblescrumble,25
858,30,27,22,22,18,Dragonslayer,20
859,25,28,20,38,10,Serpentyne,24
860,42,51,10,54,43,Thought-Talon,40
861,6,30,68,15,36,Dragonslayer,17
862,40,33,28,40,6,Serpentyne,27
863,21,53,27,9,24,Thought-Talon,13
864,54,13,31,44,21,Humblescrumble,11
865,60,58,16,28,30,Humblescrumble,32
866,57,51,16,43,40,Humblescrumble,30
867,20,6,11,41,20,Serpentyne,20
868,20,53,24,52,22,Dragonslayer,29
869,14,36,42,22,40,Dragonslayer,21
870,29,38,31,11,24,Thought-Talon,28
871,21,24,8,52,18,Serpentyne,24
872,27,71,46,20,24,Humblescrumble,24
873,45,9,60,49,12,Dragonslayer,45
874,18,8,22,25,23,Humblescrumble,13
875,38,13,21,18,18,Thought-Talon,17
876,10,46,56,34,24,Dragonslayer,36
877,20,23,45,18,34,Serpentyne,21
878,11,24,17,33,52,Humblescrumble,20
879,46,27,40,5,16,Thought-Talon,10
880,33,15,20,46,29,Serpentyne,30
881,20,25,30,25,11,Dragonslayer,14
882,47,24,43,29,50,Thought-Talon,37
883,30,20,43,49,28,Serpentyne,24
884,34,35,66,46,34,Dragonslayer,39
885,62,61,16,45,23,Humblescrumble,42
886,75,30,46,12,57,Thought-Talon,43
887,6,53,7,51,49,Humblescrumble,20
888,44,31,39,23,22,Dragonslayer,31
889,20,4,71,29,36,Dragonslayer,31
890,33,32,28,45,37,Dragonslayer,30
891,23,24,44,11,52,Thought-Talon,27
892,58,21,35,19,55,Thought-Talon,44
893,23,25,17,33,40,Serpentyne,20
894,25,23,19,33,28,Dragonslayer,22
895,47,66,18,58,41,Thought-Talon,28
896,16,10,48,40,27,Dragonslayer,31
897,36,15,41,65,12,Serpentyne,27
898,9,66,68,31,41,Dragonslayer,25
899,59,28,36,16,5,Dragonslayer,17
900,17,38,19,40,19,Dragonslayer,17
901,23,16,28,17,36,Serpentyne,23
902,56,12,31,23,27,Thought-Talon,25
903,42,29,29,57,29,Serpentyne,40
904,42,32,24,33,19,Dragonslayer,24
905,20,20,9,35,15,Serpentyne,17
906,53,22,29,26,21,Dragonslayer,28
907,19,17,21,36,16,Serpentyne,22
908,49,48,59,39,43,Thought-Talon,52
909,51,10,37,21,42,Thought-Talon,38
910,43,48,41,34,50,Thought-Talon,47
911,29,18,29,38,25,Serpentyne,19
912,17,52,15,26,44,Humblescrumble,28
913,32,30,45,39,16,Dragonslayer,32
914,5,32,11,20,21,Humblescrumble,20
915,42,43,26,63,32,Serpentyne,34
916,36,14,49,14,32,Thought-Talon,25
917,32,41,17,9,45,Serpentyne,33
918,25,52,54,11,57,Thought-Talon,23
919,27,18,23,46,27,Serpentyne,19
920,46,4,62,11,40,Thought-Talon,36
921,4,38,39,31,28,Thought-Talon,1
922,15,41,22,20,22,Humblescrumble,21
923,47,37,51,60,23,Serpentyne,33
924,10,44,23,4,34,Humblescrumble,19
925,22,50,25,34,50,Dragonslayer,22
926,63,45,29,38,63,Thought-Talon,45
927,33,41,66,33,32,Dragonslayer,35
928,46,17,51,28,36,Thought-Talon,25
929,48,11,45,14,44,Serpentyne,28
930,55,23,19,12,31,Thought-Talon,19
931,16,9,21,35,65,Humblescrumble,23
932,68,11,16,21,44,Thought-Talon,36
933,20,58,25,58,17,Humblescrumble,18
934,25,30,31,34,9,Serpentyne,22
935,55,50,39,32,44,Thought-Talon,50
936,29,48,42,16,26,Thought-Talon,30
937,38,48,28,26,48,Humblescrumble,29
938,32,27,34,19,17,Dragonslayer,16
939,37,41,43,24,24,Dragonslayer,32
940,12,21,44,44,40,Dragonslayer,28
941,20,19,14,43,26,Serpentyne,20
942,53,33,11,37,5,Serpentyne,23
943,59,50,24,43,38,Humblescrumble,39
944,57,39,1,10,30,Thought-Talon,31
945,49,68,31,33,22,Humblescrumble,45
946,49,71,62,24,41,Thought-Talon,48
947,58,12,46,17,27,Serpentyne,19
948,44,47,49,56,24,Serpentyne,39
949,28,39,24,33,75,Dragonslayer,28
950,26,19,30,51,17,Serpentyne,28
951,31,22,34,39,43,Dragonslayer,24
952,45,25,68,19,10,Dragonslayer,23
953,39,24,52,42,16,Dragonslayer,32
954,63,68,54,25,23,Humblescrumble,51
955,10,35,17,46,39,Humblescrumble,21
956,22,31,67,65,32,Dragonslayer,50
957,24,2,21,20,34,Serpentyne,24
958,50,58,38,34,62,Thought-Talon,35
959,30,19,42,39,67,Serpentyne,18
960,15,30,16,46,9,Serpentyne,14
961,29,41,15,45,34,Serpentyne,23
962,35,40,49,51,23,Serpentyne,38
963,24,63,47,17,40,Thought-Talon,21
964,34,22,13,36,49,Serpentyne,34
965,35,29,45,43,13,Dragonslayer,24
966,21,8,51,38,11,Dragonslayer,26
967,16,15,26,56,17,Dragonslayer,12
968,48,23,27,30,32,Humblescrumble,12
969,11,53,20,30,46,Humblescrumble,18
970,8,10,27,10,24,Humblescrumble,17
971,35,16,2,21,42,Serpentyne,21
972,48,41,24,47,32,Serpentyne,32
973,21,30,32,13,53,Thought-Talon,29
974,40,30,23,6,54,Serpentyne,34
975,21,32,37,46,24,Dragonslayer,29
976,34,41,14,34,27,Humblescrumble,20
977,29,23,53,41,44,Dragonslayer,30
978,38,40,39,51,41,Dragonslayer,57
979,56,57,31,52,28,Humblescrumble,35
980,18,24,10,39,22,Serpentyne,16
981,8,21,29,28,72,Humblescrumble,22
982,30,69,42,22,34,Serpentyne,16
983,45,30,11,37,27,Thought-Talon,23
984,19,42,40,20,34,Dragonslayer,26
985,34,4,43,5,33,Thought-Talon,25
986,35,24,46,34,14,Dragonslayer,25
987,21,76,15,63,5,Humblescrumble,36
988,39,39,50,41,45,Dragonslayer,55
989,34,2,55,15,18,Dragonslayer,18
990,26,34,21,53,46,Serpentyne,26
991,23,31,29,9,31,Thought-Talon,27
992,32,7,26,21,38,Serpentyne,25
993,15,13,19,10,44,Humblescrumble,20
994,44,16,76,66,33,Dragonslayer,42
995,51,44,19,51,32,Serpentyne,28
996,38,28,20,11,10,Humblescrumble,22
997,37,14,39,58,43,Serpentyne,32
998,19,52,43,39,16,Dragonslayer,23
999,66,9,35,56,4,Serpentyne,34
1000,8,48,19,38,28,Humblescrumble,20
1001,46,12,33,15,22,Thought-Talon,19
1002,14,25,47,54,24,Dragonslayer,29
1003,40,51,20,59,32,Serpentyne,36
1004,57,31,32,36,59,Thought-Talon,46
1005,36,53,25,48,28,Humblescrumble,33
1006,6,30,10,6,36,Humblescrumble,22
1007,8,39,29,59,49,Humblescrumble,19
1008,28,41,35,12,16,Humblescrumble,21
1009,58,51,14,27,28,Humblescrumble,30
1010,19,44,38,51,27,Dragonslayer,19
1011,64,22,54,52,19,Dragonslayer,45
1012,8,14,58,29,23,Dragonslayer,27
1013,26,43,57,9,39,Thought-Talon,19
1014,59,27,14,30,17,Humblescrumble,13
1015,8,50,30,46,39,Humblescrumble,18
1016,6,18,41,30,19,Dragonslayer,28
1017,26,30,6,59,55,Serpentyne,23
1018,43,15,21,17,54,Serpentyne,33
1019,12,21,37,15,33,Dragonslayer,17
1020,44,52,10,24,4,Humblescrumble,32
1021,28,58,43,47,19,Serpentyne,24
1022,3,44,21,38,39,Serpentyne,9
1023,49,39,21,23,10,Humblescrumble,29
1024,43,55,53,19,31,Humblescrumble,39
1025,60,41,51,24,35,Thought-Talon,41
1026,35,16,27,29,13,Thought-Talon,14
1027,18,5,16,48,38,Serpentyne,24
1028,18,52,21,33,24,Humblescrumble,22
1029,20,14,28,31,25,Serpentyne,17
1030,36,11,9,24,32,Thought-Talon,25
1031,21,26,13,7,41,Serpentyne,27
1032,9,30,40,44,49,Dragonslayer,18
1033,12,41,22,46,11,Humblescrumble,26
1034,41,6,44,34,11,Dragonslayer,29
1035,40,43,36,25,9,Humblescrumble,22
1036,6,14,31,43,25,Dragonslayer,14
1037,68,27,18,61,48,Serpentyne,53
1038,52,42,72,16,10,Humblescrumble,25
1039,10,51,31,35,57,Humblescrumble,24
1040,12,18,28,14,38,Humblescrumble,15
1041,21,39,60,21,3,Dragonslayer,24
1042,21,16,19,25,33,Dragonslayer,20
1043,10,32,39,23,26,Dragonslayer,16
1044,24,26,26,37,60,Dragonslayer,31
1045,36,9,73,22,21,Dragonslayer,20
1046,20,36,41,36,41,Dragonslayer,24
1047,28,56,37,40,24,Dragonslayer,34
1048,10,55,43,33,52,Dragonslayer,25
1049,53,15,51,43,35,Dragonslayer,34
1050,32,8,66,38,11,Dragonslayer,49
1051,35,51,48,53,28,Dragonslayer,36
1052,23,39,20,33,20,Dragonslayer,29
1053,13,60,42,15,29,Humblescrumble,36
1054,59,41,46,40,32,Dragonslayer,32
1055,22,27,28,28,62,Dragonslayer,27
1056,28,48,8,47,43,Serpentyne,27
1057,15,25,45,21,40,Dragonslayer,25
1058,46,48,25,48,17,Humblescrumble,34
1059,37,47,12,25,50,Serpentyne,32
1060,49,19,13,17,32,Thought-Talon,25
1061,26,21,15,25,39,Serpentyne,19
1062,11,45,35,22,15,Humblescrumble,21
1063,23,38,54,29,43,Dragonslayer,27
1064,41,34,50,53,40,Dragonslayer,31
1065,46,1,12,8,33,Thought-Talon,31
1066,16,43,49,46,22,Dragonslayer,28
1067,52,43,13,24,23,Humblescrumble,22
1068,58,42,27,46,28,Dragonslayer,38
1069,43,20,26,21,45,Thought-Talon,25
1070,59,32,27,47,21,Serpentyne,35
1071,33,23,31,39,51,Dragonslayer,27
1072,44,35,51,8,26,Thought-Talon,26
1073,54,34,62,34,37,Dragonslayer,41
1074,45,12,32,10,24,Thought-Talon,18
1075,42,32,30,16,17,Humblescrumble,24
1076,46,7,67,28,28,Dragonslayer,27
1077,59,43,33,46,55,Serpentyne,31
1078,58,48,49,21,13,Humblescrumble,37
1079,21,47,39,19,27,Dragonslayer,23
1080,19,53,25,13,25,Thought-Talon,22
1081,16,36,55,11,33,Serpentyne,19
1082,36,40,16,24,29,Serpentyne,13
1083,52,47,30,34,28,Dragonslayer,43
1084,56,28,49,50,27,Thought-Talon,33
1085,34,20,36,24,11,Dragonslayer,16
1086,27,40,10,15,21,Humblescrumble,21
1087,28,50,14,63,13,Serpentyne,34
1088,8,61,15,26,39,Humblescrumble,23
1089,58,29,8,29,36,Thought-Talon,32
1090,29,10,30,22,46,Serpentyne,31
1091,23,49,29,14,55,Thought-Talon,17
1092,22,49,62,17,20,Thought-Talon,27
1093,33,33,29,49,49,Dragonslayer,35
1094,17,23,8,35,48,Humblescrumble,19
1095,29,31,41,61,59,Dragonslayer,36
1096,19,37,15,27,51,Humblescrumble,23
1097,18,30,37,53,50,Dragonslayer,21
1098,40,42,25,37,12,Humblescrumble,33
1099,42,47,35,18,36,Thought-Talon,27
1100,39,40,49,18,27,Thought-Talon,33
1101,39,29,19,5,9,Humblescrumble,18
1102,12,28,14,62,25,Humblescrumble,19
1103,18,38,30,34,46,Dragonslayer,24
1104,30,28,14,23,23,Thought-Talon,14
1105,30,34,15,32,59,Dragonslayer,25
1106,29,28,24,23,29,Dragonslayer,28
1107,7,27,39,37,8,Dragonslayer,24
1108,33,29,37,18,60,Thought-Talon,34
1109,54,42,24,39,19,Humblescrumble,34
1110,40,26,60,39,30,Dragonslayer,30
1111,63,44,12,21,33,Humblescrumble,29
1112,21,17,47,34,53,Serpentyne,19
1113,24,44,35,41,47,Dragonslayer,27
1114,13,60,28,38,26,Humblescrumble,28
1115,21,56,25,22,6,Humblescrumble,23
1116,52,30,36,25,52,Thought-Talon,40
1117,4,33,35,54,38,Dragonslayer,13
1118,50,17,10,27,38,Thought-Talon,22
1119,49,38,26,18,36,Thought-Talon,34
1120,26,10,48,33,49,Dragonslayer,30
1121,64,14,45,24,25,Dragonslayer,22
1122,53,43,13,31,19,Humblescrumble,28
1123,55,41,63,41,19,Dragonslayer,49
1124,12,9,32,36,8,Dragonslayer,21
1125,61,28,52,19,43,Thought-Talon,30
1126,14,40,32,59,9,Humblescrumble,24
1127,15,77,32,38,29,Humblescrumble,27
1128,46,8,53,15,25,Thought-Talon,23
1129,30,19,14,61,36,Serpentyne,29
1130,14,26,31,45,28,Dragonslayer,17
1131,41,6,30,59,10,Serpentyne,38
1132,22,27,30,10,51,Thought-Talon,25
1133,31,38,21,57,62,Serpentyne,33
1134,20,11,35,52,24,Serpentyne,15
1135,35,38,21,75,47,Serpentyne,29
1136,54,13,4,10,53,Thought-Talon,44
1137,45,61,55,20,68,Thought-Talon,46
1138,21,53,28,66,40,Dragonslayer,27
1139,14,19,17,30,13,Serpentyne,14
1140,31,56,74,38,51,Dragonslayer,38
1141,40,7,47,53,53,Serpentyne,34
1142,11,37,24,46,36,Humblescrumble,20
1143,25,26,14,50,11,Serpentyne,19
1144,41,32,42,63,14,Serpentyne,40
1145,43,30,20,43,25,Serpentyne,20
1146,36,3,46,23,28,Dragonslayer,26
1147,19,35,51,20,60,Humblescrumble,20
1148,45,33,36,34,59,Dragonslayer,40
1149,56,53,11,23,4,Humblescrumble,39
1150,46,24,40,26,24,Humblescrumble,21
1151,26,49,33,45,27,Dragonslayer,33
1152,33,50,6,8,42,Humblescrumble,27
1153,36,24,60,39,29,Dragonslayer,34
1154,66,50,11,37,16,Humblescrumble,38
1155,15,6,24,37,33,Serpentyne,23
1156,37,26,3,45,10,Serpentyne,35
1157,29,26,49,20,10,Dragonslayer,15
1158,44,43,66,55,6,Dragonslayer,38
1159,32,3,34,46,33,Serpentyne,25
1160,39,24,7,32,30,Thought-Talon,19
1161,34,38,27,9,20,Humblescrumble,21
1162,21,59,9,5,29,Humblescrumble,20
1163,63,53,27,44,8,Humblescrumble,43
1164,41,41,8,55,59,Serpentyne,39
1165,45,28,23,47,22,Serpentyne,37
1166,3,19,11,61,26,Humblescrumble,14
1167,59,20,20,22,20,Dragonslayer,22
1168,21,23,45,22,23,Dragonslayer,28
1169,44,13,28,66,4,Serpentyne,23
1170,61,23,31,8,29,Dragonslayer,9
1171,17,48,50,11,28,Humblescrumble,21
1172,51,72,23,15,45,Humblescrumble,55
1173,24,21,38,34,14,Dragonslayer,23
1174,30,10,26,53,15,Serpentyne,26
1175,56,29,51,37,37,Dragonslayer,31
1176,38,43,26,27,28,Dragonslayer,39
1177,32,12,13,31,61,Serpentyne,29
1178,17,17,54,40,26,Dragonslayer,35
1179,27,37,47,56,16,Dragonslayer,46
1180,50,42,28,40,49,Thought-Talon,41
1181,27,50,12,46,35,Serpentyne,21
1182,51,18,57,49,12,Dragonslayer,34
1183,48,12,58,35,31,Dragonslayer,25
1184,13,24,69,27,46,Dragonslayer,30
1185,35,2,35,23,44,Serpentyne,24
1186,33,43,30,43,40,Dragonslayer,35
1187,49,29,13,10,10,Humblescrumble,12
1188,16,27,40,35,42,Dragonslayer,26
1189,39,37,38,62,29,Dragonslayer,32
1190,38,35,39,40,8,Serpentyne,32
1191,43,36,30,32,54,Dragonslayer,34
1192,18,13,4,14,29,Humblescrumble,14
1193,33,27,27,44,55,Dragonslayer,24
1194,8,46,35,36,55,Humblescrumble,20
1195,50,40,9,42,26,Serpentyne,26
1196,24,52,59,28,19,Humblescrumble,18
1197,30,43,13,20,71,Serpentyne,22
1198,49,39,35,30,63,Serpentyne,36
1199,41,19,32,41,39,Thought-Talon,28
1200,37,48,10,11,32,Humblescrumble,24
1201,41,25,6,12,56,Serpentyne,37
1202,41,41,45,35,42,Thought-Talon,44
1203,37,25,14,38,48,Serpentyne,28
1204,7,39,12,65,11,Humblescrumble,21
1205,38,30,64,38,38,Dragonslayer,31
1206,17,5,46,67,17,Humblescrumble,16
1207,63,33,48,16,30,Thought-Talon,30
1208,49,13,4,42,35,Thought-Talon,29
1209,68,46,10,16,48,Dragonslayer,8
1210,22,19,55,67,66,Dragonslayer,36
1211,48,30,35,32,49,Dragonslayer,28
1212,38,30,32,56,37,Dragonslayer,36
1213,36,13,57,34,29,Thought-Talon,25
1214,24,8,28,28,20,Serpentyne,17
1215,48,51,39,27,32,Thought-Talon,30
1216,24,22,53,34,17,Dragonslayer,27
1217,8,27,21,31,37,Humblescrumble,20
1218,16,22,52,25,19,Dragonslayer,23
1219,44,32,23,12,37,Thought-Talon,27
1220,16,41,8,24,57,Humblescrumble,20
1221,32,38,31,33,38,Dragonslayer,28
1222,18,12,28,45,42,Serpentyne,17
1223,27,40,40,10,60,Thought-Talon,34
1224,29,54,49,24,42,Thought-Talon,38
1225,54,42,11,43,25,Serpentyne,30
1226,22,33,47,38,33,Dragonslayer,32
1227,33,16,24,34,45,Serpentyne,33
1228,2,15,15,65,14,Humblescrumble,18
1229,31,8,5,22,37,Serpentyne,20
1230,43,36,38,19,12,Humblescrumble,18
1231,58,42,13,68,28,Serpentyne,42
1232,3,6,33,57,26,Dragonslayer,20
1233,36,25,24,51,15,Serpentyne,29
1234,41,55,41,38,13,Humblescrumble,41
1235,7,20,14,15,34,Humblescrumble,15
1236,40,23,36,40,55,Serpentyne,38
1237,52,55,33,61,44,Thought-Talon,37
1238,10,46,27,25,19,Humblescrumble,17
1239,22,27,12,65,66,Humblescrumble,28
1240,55,21,41,23,66,Serpentyne,38
1241,24,20,42,23,29,Dragonslayer,27
1242,42,34,47,40,20,Humblescrumble,21
1243,38,35,12,6,16,Humblescrumble,32
1244,35,22,25,14,5,Humblescrumble,24
1245,47,62,37,52,60,Dragonslayer,58
1246,13,53,29,32,5,Humblescrumble,17
1247,34,48,15,40,15,Humblescrumble,34
1248,54,16,39,19,56,Thought-Talon,42
1249,37,65,16,21,34,Humblescrumble,30
1250,30,55,34,63,67,Dragonslayer,29
1251,29,55,63,23,60,Thought-Talon,29
1252,43,28,52,61,26,Serpentyne,38
1253,29,47,34,19,51,Thought-Talon,29
1254,4,47,49,33,42,Dragonslayer,31
1255,19,21,14,48,8,Serpentyne,21
1256,21,21,58,17,21,Thought-Talon,19
1257,24,14,47,7,20,Thought-Talon,25
1258,9,32,13,19,29,Humblescrumble,20
1259,46,26,41,15,54,Serpentyne,24
1260,32,18,3,27,20,Thought-Talon,15
1261,35,51,64,46,7,Dragonslayer,35
1262,30,37,10,43,49,Serpentyne,32
1263,43,22,64,64,34,Dragonslayer,37
1264,36,17,29,22,11,Dragonslayer,13
1265,26,48,46,12,65,Thought-Talon,26
1266,47,27,48,20,19,Dragonslayer,25
1267,36,52,42,50,23,Thought-Talon,25
